INSTNM,ACCREDAGENCY,ADM_RATE,SAT_AVG,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS,PCTPELL,C150_4,C150_L4,CCSIZSET,HBCU,PBI,ANNHI,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,PCTFLOAN,DEBT_MDN,D_PCTPELL_PCTFLOAN,GRADS,STUFACR,SATVR50,SATMT50,ACTCM50,ACTEN50,ACTMT50
Won Institute of Graduate Studies,Middle States Commission on Higher Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,PS,,92.0,,,,,,
Lincoln Technical Institute-Paramus,Accrediting Commission of Career Schools and Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7938,0.0,0.0,600.0,0.589,,0.5032,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7193,9000,1090.0,,16.0,,,,,
Pima Medical Institute-Colorado Springs,Accrediting Bureau of Health Education Schools,,,0.3429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6571,0.0,0.0,320.0,0.4696,,0.6125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4072,9500,609.0,,25.0,,,,,
Paul Mitchell the School-Costa Mesa,National Accrediting Commission of Career Arts and Sciences,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,0.441,,0.7273,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4783,9500,644.0,,12.0,,,,,
Ave Maria School of Law,American Bar Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,PS,,265.0,,,,,,
Tulsa Welding School-Jacksonville,Accrediting Commission of Career Schools and Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,931.0,0.5794,,0.5935,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6346,6886,1486.0,,30.0,,,,,
Pennsylvania College of Health Sciences,Middle States Commission on Higher Education,0.457,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998,0.0,0.0,1529.0,0.3422,0.5833,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5449,13352,1692.0,135.0,13.0,580.0,540.0,,,
West Virginia Junior College-Bridgeport,Accrediting Bureau of Health Education Schools,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9041,0.0,0.0,146.0,0.6957,,0.5357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8522,7195,115.0,,12.0,,,,,
St Louis College of Health Careers-Fenton,Accrediting Bureau of Health Education Schools,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,407.0,0.5867,0.6154,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6486,9500,663.0,18.0,37.0,,,,,
Interactive College of Technology-Gainesville,Council on Occupational Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714,0.4286,0.0,61.0,0.6452,,0.1379,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.129,8661,31.0,,15.0,,,,,
San Joaquin Valley College-Ontario,Western Association of Schools and Colleges Senior Colleges and University Commission,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0514,0.0,0.0,0.2944,0.1168,0.0,0.0,0.0,0.493,0.0444,0.0,895.0,0.4649,,0.4904,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5495,9773,1383.0,,19.0,,,,,
Alaska Christian College,Association for Biblical Higher Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222,0.0,0.0,77.0,0.8205,,0.2727,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,6233,78.0,,6.0,,,,,
University of Arkansas Grantham,Distance Education Accrediting Commission,,,0.0,0.0,0.0,0.0,0.0097,0.0,0.0979,0.0,0.0,0.0,0.1413,0.0,0.0,0.0067,0.0,0.0052,0.0,0.0,0.0,0.0,0.0822,0.0,0.0,0.0,0.0,0.0,0.0,0.0897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3049,0.2623,0.0,4598.0,0.5496,0.2473,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5456,8491,4498.0,838.0,33.0,,,,,
Carrington College-Albuquerque,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,377.0,0.5705,,0.5704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6252,9298,731.0,,18.0,,,,,
NASCAR Technical Institute,Accrediting Commission of Career Schools and Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8692,0.1308,0.0,0.0,0.0,0.0,0.0,1274.0,0.4624,,0.4952,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6322,11183,1702.0,,33.0,,,,,
University of the Potomac-VA Campus,Middle States Commission on Higher Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,223.0,0.0,0.3846,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7500,80.0,346.0,13.0,,,,,
Milan Institute-Palm Desert,Council on Occupational Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528,0.0,0.0,241.0,0.6546,,0.631,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6108,7618,388.0,,16.0,,,,,
Tohono O'odham Community College,Higher Learning Commission,,,0.0,0.0,0.0,0.0233,0.0,0.0,0.0,0.0,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.3023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2326,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.2558,0.0,781.0,0.295,,0.0513,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,PS,766.0,,26.0,,,,,
Edward Via College of Osteopathic Medicine,American Osteopathic Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,PS,,2446.0,,,,,,
Pacific College of Health and Science,Western Association of Schools and Colleges Senior Colleges and University Commission,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,0.3333,0.5714,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4118,9500,51.0,173.0,12.0,,,,,
Southwest Institute of Healing Arts,Accrediting Council for Continuing Education & Training,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5388,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3987,0.0,0.0,886.0,0.3772,,0.6021,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5004,7917,1307.0,,20.0,,,,,
InterCoast Colleges-Riverside,Accrediting Council for Continuing Education & Training,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8974,0.1026,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.575,,0.7018,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5188,9500,160.0,,15.0,,,,,
University of Antelope Valley,,,,0.0,0.0,0.0,0.0,0.0207,0.0,0.0,0.0537,0.0,0.0,0.0248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0413,0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6529,0.0785,0.0,487.0,0.4944,0.6873,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.514,9500,714.0,30.0,12.0,,,,,
Brighton Center's Center for Employment Training,Council on Occupational Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,0.7386,,0.0976,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,PS,153.0,,8.0,,,,,
California Healing Arts College,Accrediting Commission of Career Schools and Colleges,,,0.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454,0.0,0.0,263.0,0.8789,,0.7189,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.9311,9476,421.0,,20.0,,,,,
Dallas Barber & Stylist College,Council on Occupational Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.5844,,0.8922,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4156,PS,77.0,,3.0,,,,,
NorthShore University HealthSystem School of Nurse Anesthesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,75.0,,,,,,
Faith International University,Transnational Association of Christian Colleges and Schools,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4412,0.0,177.0,0.4857,0.1667,,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79.0,0.2786,12500,140.0,158.0,10.0,,,,,
Family of Faith Christian University,Association for Biblical Higher Education,0.7143,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.2564,0.25,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.2051,PS,39.0,177.0,4.0,,,,,
Hood Theological Seminary,Commission on Accrediting of the Association of Theological Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,,PS,,146.0,,,,,,
Colegio Educativo Tecnologico Industrial Inc,Council on Occupational Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3429,0.0,0.0,0.0,0.0,0.0857,0.2,0.0,46.0,0.9778,,0.3019,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,PS,90.0,,9.0,,,,,
Irene's Myomassology Institute,Accrediting Council for Continuing Education & Training,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,232.0,0.6187,,0.3935,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8157,7389,396.0,,15.0,,,,,
Jay's Technical Institute,Council on Occupational Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.3714,,0.1333,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2476,9500,105.0,,14.0,,,,,
NTMA Training Centers of Southern California,Accrediting Commission of Career Schools and Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,98.0,0.7982,,0.7746,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6009,8785,218.0,,8.0,,,,,
P C Age-Jersey City,Council on Occupational Education,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.2951,,0.6279,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.418,11618,244.0,,24.0,,,,,
PC AGE-Metropark,Council on Occupational Education,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.213,,0.7059,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3333,11618,108.0,,24.0,,,,,
Hollywood Institute,Accrediting Commission of Career Schools and Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1656,0.0,0.0,178.0,0.4903,,0.6701,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4548,5563,310.0,,20.0,,,,,
South Florida Institute of Technology,Accrediting Commission of Career Schools and Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0928,0.0,0.0,0.0,0.2586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981,0.2327,0.0,0.0,0.0,0.3179,0.0,0.0,2288.0,0.6838,,0.812,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4797,9500,2758.0,,40.0,,,,,
Southeastern College-Charleston,Accrediting Commission of Career Schools and Colleges,0.9483,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,196.0,0.7381,,0.8333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8143,9500,210.0,,12.0,,,,,
Tigi Hairdressing Academy-Colorado Springs,Accrediting Commission of Career Schools and Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.6188,,0.6,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6344,9500,320.0,,15.0,,,,,
Trend Barber College,Council on Occupational Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.7818,,0.4783,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8364,9500,55.0,,12.0,,,,,
Valley Grande Institute for Academic Studies,Accrediting Bureau of Health Education Schools,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,229.0,0.9746,,0.5917,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.9746,9317,118.0,,12.0,,,,,
West Coast University-Los Angeles,Western Association of Schools and Colleges Senior Colleges and University Commission,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2620.0,0.4855,1.0,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8733,24145,2581.0,,20.0,,,,,
Williamson Christian College,Association for Biblical Higher Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,46.0,0.4419,0.3333,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.2558,PS,43.0,9.0,7.0,,,,,
Triangle Tech Inc-Sunbury,Accrediting Commission of Career Schools and Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833,0.0,0.4167,0.0,0.0,0.0,0.0,0.0,53.0,0.537,,0.6364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8148,12000,54.0,,8.0,,,,,
DigiPen Institute of Technology,Accrediting Commission of Career Schools and Colleges,0.6637,1301.0,0.0,0.0,0.0,0.0,0.0,0.3041,0.4608,0.0,0.0,0.0184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0415,0.0,0.0,0.0,1058.0,0.2327,0.601,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4495,21163,1139.0,57.0,10.0,650.0,645.0,28.0,28.0,28.0
Pierpont Community and Technical College,Higher Learning Commission,,,0.0156,0.0,0.0,0.0,0.0,0.0,0.0425,0.0581,0.0,0.0,0.3371,0.0113,0.0099,0.0071,0.0,0.1445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0297,0.0,0.0156,0.0,0.0,0.017,0.034,0.0,0.0,0.0085,0.221,0.0482,0.0,917.0,0.3327,,0.3797,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2807,8618,1596.0,,14.0,,,,,
Dewey University-Hato Rey,Accrediting Bureau of Health Education Schools,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0,0.2472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6629,0.0787,0.0,279.0,0.8,0.6748,,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.1552,5000,335.0,163.0,21.0,,,,,
InterCoast Colleges-West Covina,Accrediting Council for Continuing Education & Training,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3889,0.0741,0.0,0.0,0.0,0.4583,0.0694,0.0,449.0,0.6709,,0.6988,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6569,9500,714.0,,15.0,,,,,
American College of Healthcare Sciences,Distance Education Accrediting Commission,0.9167,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,743.0,0.4713,1.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5262,9500,802.0,236.0,19.0,,,,,
Colorado Media School,Accrediting Commission of Career Schools and Colleges,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.5756,,0.6479,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6163,9500,172.0,,11.0,,,,,
Paul Mitchell the School-Rhode Island,National Accrediting Commission of Career Arts and Sciences,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.4626,,0.5161,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4626,9500,227.0,,12.0,,,,,
Miller-Motte College-Chattanooga,Accrediting Commission of Career Schools and Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0139,0.0,0.0,0.0,0.0,0.0,0.0139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,0.0,0.0,0.3704,0.0,0.5741,0.0231,0.0,2478.0,0.8075,0.5213,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8075,10661,2977.0,,50.0,,,,,
Milan Institute-Sparks,Council on Occupational Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,0.6471,,0.6437,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6706,7000,170.0,,8.0,,,,,
